epoch,avg_loss,best_loss,current_lr,no_improve_count,timestamp
81,0.03799079399742186,0.03799079399742186,0.0001,0,24-08-25-08-34-31
82,0.03846133399102837,0.03799079399742186,0.0001,1,24-08-25-08-45-29
83,0.03864750427007675,0.03799079399742186,0.0001,2,24-08-25-08-56-27
84,0.0385952745527029,0.03799079399742186,0.0001,3,24-08-25-09-07-26
85,0.03861171814706176,0.03799079399742186,0.0001,4,24-08-25-09-18-24
86,0.0388866728534922,0.03799079399742186,0.0001,5,24-08-25-09-29-23
87,0.03867523965984583,0.03799079399742186,0.0001,6,24-08-25-09-40-21
88,0.03762806477211416,0.03762806477211416,5e-05,0,24-08-25-09-51-32
89,0.037720954769290986,0.03762806477211416,5e-05,1,24-08-25-10-02-30
90,0.037735460037365554,0.03762806477211416,5e-05,2,24-08-25-10-13-28
91,0.0376210067467764,0.0376210067467764,5e-05,0,24-08-25-10-24-38
92,0.037655001919716595,0.0376210067467764,5e-05,1,24-08-25-10-35-36
93,0.037559647063724694,0.037559647063724694,5e-05,0,24-08-25-10-46-46
94,0.03823420335352421,0.037559647063724694,5e-05,1,24-08-25-10-57-44
95,0.037050765888765456,0.037050765888765456,5e-05,0,24-08-25-11-08-54
96,0.037269881690852345,0.037050765888765456,5e-05,1,24-08-25-11-19-52
97,0.037249292561784386,0.037050765888765456,5e-05,2,24-08-25-11-30-50
98,0.037984931027516725,0.037050765888765456,5e-05,3,24-08-25-11-41-48
99,0.038162929297424854,0.037050765888765456,5e-05,4,24-08-25-11-52-45
100,0.03720567729976028,0.037050765888765456,5e-05,5,24-08-25-12-03-43
101,0.037377173559740184,0.037050765888765456,5e-05,6,24-08-25-12-14-40
102,0.03817262106668204,0.037050765888765456,2.5e-05,7,24-08-25-12-25-37
103,0.03750452117063105,0.037050765888765456,2.5e-05,8,24-08-25-12-36-35
104,0.03756500609405339,0.037050765888765456,2.5e-05,9,24-08-25-12-47-32
105,0.03694193096552044,0.03694193096552044,2.5e-05,0,24-08-25-12-58-41
106,0.03735966434981674,0.03694193096552044,2.5e-05,1,24-08-25-13-09-39
107,0.03757043688744306,0.03694193096552044,2.5e-05,2,24-08-25-13-20-36
108,0.03752535761334002,0.03694193096552044,2.5e-05,3,24-08-25-13-31-34
109,0.03767807145509869,0.03694193096552044,2.5e-05,4,24-08-25-13-42-32
110,0.03718216430209577,0.03694193096552044,2.5e-05,5,24-08-25-13-53-29
111,0.03681524376384914,0.03681524376384914,2.5e-05,0,24-08-25-14-04-37
112,0.03770053660869598,0.03681524376384914,2.5e-05,1,24-08-25-14-15-34
113,0.03735983845870942,0.03681524376384914,2.5e-05,2,24-08-25-14-26-32
114,0.03689051555749029,0.03681524376384914,2.5e-05,3,24-08-25-14-37-29
115,0.03695703323278576,0.03681524376384914,2.5e-05,4,24-08-25-14-48-26
116,0.03774369896762073,0.03681524376384914,2.5e-05,5,24-08-25-14-59-23
117,0.03757898333482444,0.03681524376384914,2.5e-05,6,24-08-25-15-10-21
118,0.037510488107800485,0.03681524376384914,1.25e-05,7,24-08-25-15-21-18
119,0.0374489206597209,0.03681524376384914,1.25e-05,8,24-08-25-15-32-16
120,0.03730029429960996,0.03681524376384914,1.25e-05,9,24-08-25-15-43-13
121,0.03735159507021308,0.03681524376384914,1.25e-05,10,24-08-25-15-54-10
